bandwidth;positions;euclidean_error;ftms;seed;x_calculated;y_calculated
20;7;0.49;6;6;0.48466;0.08393
20;8;0.24;6;6;0.20128;0.13591
20;9;0.12;6;6;0.0185;0.12341
20;10;0.08;6;6;0.0026;0.08282
20;3;13.7;6;70;13.40475;-2.84734
20;4;14.65;6;70;14.57827;-1.40219
20;5;2.33;6;70;2.11748;0.96337
20;6;0.53;6;70;0.00731;-0.53046
20;7;0.54;6;70;0.20914;-0.50313
20;8;0.52;6;70;0.40548;-0.33348
20;9;0.5;6;70;0.44107;-0.23986
20;10;0.5;6;70;0.42354;-0.26695
20;3;0.46;6;71;0.44801;-0.10857
20;4;0.64;6;71;0.63823;0.05995
20;5;0.69;6;71;0.68834;0.07682
20;6;0.61;6;71;0.57644;0.20566
20;7;0.73;6;71;0.72506;0.04161
20;8;0.45;6;71;0.42901;0.14954
20;9;0.46;6;71;0.43922;0.14083
20;10;0.65;6;71;0.60991;-0.23743
20;3;0.56;6;72;0.34966;0.43568
20;4;0.52;6;72;0.27227;0.43886
20;5;0.44;6;72;-0.37075;-0.23842
20;6;0.3;6;72;-0.25182;-0.15476
20;7;0.73;6;72;-0.59375;-0.43275
20;8;0.76;6;72;-0.63561;-0.4099
20;9;0.84;6;72;-0.67958;-0.48693
20;10;0.88;6;72;-0.66334;-0.58559
20;3;1.03;6;73;1.01853;0.15156
20;4;0.61;6;73;0.60379;0.08887
20;5;0.56;6;73;0.50974;-0.23356
20;6;0.51;6;73;0.41892;-0.29628
20;7;0.3;6;73;0.24928;-0.1669
20;8;0.29;6;73;0.23687;-0.16525
20;9;0.37;6;73;0.37251;-0.03426
20;10;0.32;6;73;0.31235;0.06077
20;3;0.21;6;74;-0.21072;0.02165
20;4;0.25;6;74;-0.24707;0.04064
20;5;0.25;6;74;-0.2442;0.03661
20;6;0.23;6;74;-0.17964;0.14522
20;7;0.14;6;74;-0.04759;0.13031
20;8;0.03;6;74;-0.02399;0.0177
20;9;0.03;6;74;-0.02299;0.01616
20;10;0.23;6;74;-0.11795;0.19379
20;3;0.8;6;75;-0.60062;0.52332
20;4;6.16;6;75;3.41875;5.11892
20;5;0.62;6;75;0.12111;0.60426
20;6;0.42;6;75;0.15757;0.38524
20;7;0.12;6;75;0.11071;0.04349
20;8;0.09;6;75;0.08928;0.00303
20;9;0.15;6;75;-0.12635;-0.07727
20;10;0.21;6;75;-0.17242;-0.12596
20;3;4.19;6;76;-3.03444;-2.88228
20;4;0.63;6;76;0.4589;-0.43627
20;5;0.32;6;76;0.28945;-0.14706
20;6;0.4;6;76;-0.01158;-0.39677
20;7;0.34;6;76;0.02986;-0.33885
20;8;0.35;6;76;-0.03968;-0.34927
20;9;0.27;6;76;9e-05;-0.2671
20;10;0.15;6;76;-0.03763;-0.15004
20;3;0.7;6;77;0.38195;0.58526
20;4;2.21;6;77;1.81437;1.25864
20;5;0.9;6;77;-0.6223;-0.64388
20;6;0.22;6;77;-0.18133;-0.11868
20;7;0.21;6;77;-0.20426;-0.04383
20;8;0.2;6;77;-0.03674;0.20124
20;9;0.26;6;77;-0.22099;0.13755
20;10;0.26;6;77;-0.22799;0.12162
20;3;0.56;6;78;-0.07244;0.56028
20;4;0.39;6;78;-0.01298;0.39352
20;5;0.34;6;78;-0.04615;0.33326
20;6;0.39;6;78;-0.04756;0.38303
20;7;0.36;6;78;-0.03595;0.36232
20;8;0.42;6;78;0.20029;0.37391
20;9;0.66;6;78;0.25445;0.60378
20;10;0.32;6;78;0.16502;0.26974
20;3;2.91;6;79;-2.11354;-2.00028
20;4;2.22;6;79;1.44226;-1.68765
20;5;2.43;6;79;1.30482;-2.04543
20;6;2.36;6;79;1.41103;-1.89588
20;7;2.52;6;79;1.2168;-2.20352
20;8;1.25;6;79;0.55566;-1.11932
20;9;1.19;6;79;0.6698;-0.98448
20;10;1.27;6;79;0.64051;-1.09676
20;3;0.31;6;7;0.01297;-0.31198
20;4;0.32;6;7;-0.07088;-0.30807
20;5;0.43;6;7;0.13835;-0.4084
20;6;0.51;6;7;0.12975;-0.49363
20;7;0.67;6;7;0.09658;-0.65912
20;8;0.71;6;7;-0.0769;-0.70885
20;9;0.33;6;7;0.32216;0.06386
20;10;0.26;6;7;0.2534;-0.07596
20;3;0.62;6;80;0.1338;-0.60168
20;4;0.39;6;80;0.18663;-0.34741
20;5;0.47;6;80;0.38921;-0.26224
20;6;0.46;6;80;0.43995;-0.14927
20;7;0.46;6;80;0.43685;-0.14666
20;8;0.39;6;80;0.37558;-0.10797
20;9;0.24;6;80;0.23708;0.02014
20;10;0.12;6;80;0.11998;-0.0119
20;3;0.72;6;81;-0.17571;0.69869
20;4;0.39;6;81;-0.32158;0.2247
20;5;0.3;6;81;-0.04072;-0.29454
20;6;0.16;6;81;0.02986;-0.15808
20;7;0.17;6;81;0.05521;-0.16422
20;8;0.3;6;81;-0.0348;0.29378
20;9;0.28;6;81;-0.02396;0.28054
20;10;0.79;6;81;-0.35328;0.70592
20;3;0.28;6;82;-0.11737;-0.25733
20;4;0.34;6;82;-0.17964;-0.28939
20;5;0.36;6;82;-0.16316;-0.31551
20;6;0.28;6;82;0.2033;-0.1913
20;7;0.06;6;82;-0.03343;-0.05293
20;8;0.16;6;82;0.13694;-0.07734
20;9;0.3;6;82;0.25567;-0.15932
20;10;0.07;6;82;-0.00471;-0.07069
20;3;1.38;6;83;-0.45788;-1.29852
20;4;1.37;6;83;-0.60743;-1.23258
20;5;1.52;6;83;-1.49532;-0.28521
20;6;1.1;6;83;-0.96444;0.52598
20;7;1.02;6;83;-0.97105;0.31609
20;8;0.76;6;83;-0.68856;0.32545
20;9;0.73;6;83;-0.70506;0.20664
20;10;0.58;6;83;-0.55988;0.13707
20;3;1.75;6;84;-0.78993;1.5649
20;4;1.0;6;84;-0.38644;0.92612
20;5;1.32;6;84;-1.14311;0.66607
20;6;1.4;6;84;-1.11406;0.84167
20;7;1.21;6;84;-1.0647;0.57817
20;8;0.74;6;84;-0.72603;-0.1394
20;9;0.75;6;84;-0.66187;-0.3588
20;10;0.66;6;84;-0.60184;-0.25991
20;3;2.79;6;85;2.6894;-0.72617
20;4;0.24;6;85;-0.06527;0.23127
20;5;0.39;6;85;-0.09846;0.37466
20;6;0.44;6;85;0.07908;0.43133
20;7;0.45;6;85;0.05714;0.44676
20;8;0.45;6;85;0.0528;0.44338
20;9;0.4;6;85;0.16207;0.36764
20;10;0.46;6;85;0.33577;0.30885
20;3;1.34;6;86;-1.27341;0.40184
20;4;1.14;6;86;-1.02137;0.49734
20;5;0.7;6;86;-0.66029;0.23222
20;6;0.59;6;86;-0.55355;0.21173
20;7;0.64;6;86;-0.29623;0.5662
20;8;0.78;6;86;-0.29339;0.72472
20;9;0.78;6;86;-0.3624;0.68889
20;10;0.58;6;86;-0.37178;0.44431
20;3;14.51;6;87;12.31867;7.66157
20;4;0.16;6;87;0.03613;0.15832
20;5;0.29;6;87;-0.08248;0.27932
20;6;0.23;6;87;-0.1156;0.19683
20;7;0.58;6;87;-0.14826;0.56129
20;8;0.5;6;87;-0.48214;0.11343
20;9;0.18;6;87;-0.17772;0.00698
20;10;0.19;6;87;-0.10406;-0.15776
20;3;1.19;6;88;0.98177;-0.68084
20;4;0.75;6;88;0.3704;-0.65461
20;5;0.36;6;88;-0.18607;-0.30485
20;6;0.36;6;88;-0.22935;-0.271
20;7;0.1;6;88;-0.01586;-0.10249
20;8;0.1;6;88;-0.08016;-0.05434
20;9;0.63;6;88;0.59884;0.18721
20;10;0.49;6;88;0.31141;0.37859
20;3;2.64;6;89;0.98985;2.44302
20;4;2.64;6;89;1.08125;2.4108
20;5;1.87;6;89;1.30345;1.33641
20;6;1.32;6;89;0.63791;1.16009
20;7;1.4;6;89;0.49046;1.3077
20;8;1.06;6;89;0.43094;0.97042
20;9;1.05;6;89;0.47869;0.93837
20;10;0.84;6;89;0.36719;0.75061
20;3;1.76;6;8;0.62152;1.6448
20;4;1.0;6;8;0.10536;0.99158
20;5;1.24;6;8;0.36563;1.1827
20;6;1.31;6;8;0.48296;1.21589
20;7;0.63;6;8;0.42582;0.46955
20;8;0.25;6;8;0.17898;0.18045
20;9;0.32;6;8;0.1986;0.25051
20;10;0.44;6;8;0.22143;0.38426
20;3;0.24;6;90;-0.04178;-0.2325
20;4;0.52;6;90;-0.46772;-0.21986
20;5;0.51;6;90;-0.45864;-0.23132
20;6;0.59;6;90;-0.4596;-0.37193
20;7;0.21;6;90;-0.07382;0.19314
20;8;0.23;6;90;-0.08622;0.21557
20;9;0.08;6;90;0.01998;0.07422
20;10;0.2;6;90;-0.03362;-0.20168
20;3;0.64;6;91;-0.04996;0.6363
20;4;0.56;6;91;-0.02907;0.55924
20;5;0.75;6;91;0.21164;0.7158
20;6;0.32;6;91;0.26336;0.18065
20;7;0.39;6;91;0.28635;0.26508
20;8;0.35;6;91;0.06242;0.34764
20;9;0.31;6;91;0.09062;0.29588
20;10;0.33;6;91;0.04051;0.32568
20;3;0.74;6;92;0.51548;0.53621
20;4;0.52;6;92;0.43529;0.27534
20;5;0.75;6;92;0.66386;0.35767
20;6;0.68;6;92;0.00195;0.68272
20;7;0.41;6;92;0.15919;0.37738
20;8;0.45;6;92;0.14455;0.42215
20;9;0.65;6;92;0.53519;0.37455
20;10;0.52;6;92;0.36631;0.37372
20;3;0.55;6;93;0.49117;0.2375
20;4;0.52;6;93;0.13779;0.50509
20;5;0.48;6;93;0.1553;0.44898
20;6;0.48;6;93;0.15716;0.44876
20;7;0.55;6;93;-0.08711;0.54164
20;8;0.41;6;93;-0.1337;0.39176
20;9;0.57;6;93;-0.24481;0.51669
20;10;0.59;6;93;-0.33421;0.4807
20;3;1.9;6;94;-0.85116;1.69626
20;4;0.43;6;94;-0.38643;-0.19439
20;5;0.73;6;94;-0.09936;-0.71973
20;6;0.51;6;94;-0.2121;-0.46802
20;7;0.52;6;94;-0.49735;-0.15619
20;8;0.48;6;94;0.06116;-0.47296
20;9;0.87;6;94;0.57885;-0.65415
20;10;1.11;6;94;0.72326;-0.845
20;3;0.15;6;95;-0.07743;-0.12467
20;4;0.13;6;95;-0.10625;-0.07264
20;5;0.12;6;95;-0.04986;0.10402
20;6;0.16;6;95;-0.16002;0.03879
20;7;0.02;6;95;0.01509;0.00786
20;8;0.16;6;95;0.01239;-0.164
20;9;0.17;6;95;0.11742;-0.1231
20;10;0.22;6;95;0.18358;-0.12277
20;3;0.61;6;96;0.05525;-0.6064
20;4;0.6;6;96;0.06475;-0.59895
20;5;0.7;6;96;-0.05399;-0.69299
20;6;0.67;6;96;-0.11825;-0.65946
20;7;0.62;6;96;-0.13464;-0.60525
20;8;0.54;6;96;-0.12996;-0.52754
20;9;0.59;6;96;-0.19927;-0.55308
20;10;0.61;6;96;-0.18867;-0.57792
20;3;1.56;6;97;1.46584;-0.52041
20;4;0.31;6;97;0.28682;0.11149
20;5;0.56;6;97;0.53461;-0.18182
20;6;0.58;6;97;0.47856;-0.3331
20;7;0.52;6;97;0.41373;-0.3178
20;8;0.18;6;97;0.17939;-0.02076
20;9;0.17;6;97;0.16256;-0.05379
20;10;0.24;6;97;0.20844;-0.11709
20;3;0.46;6;98;-0.37239;-0.27712
20;4;0.84;6;98;-0.71149;-0.44174
20;5;0.93;6;98;-0.89783;-0.25315
20;6;0.63;6;98;-0.62038;-0.10805
20;7;0.75;6;98;-0.72194;-0.20708
20;8;0.78;6;98;-0.75967;-0.16578
20;9;0.72;6;98;-0.70647;-0.12371
20;10;0.76;6;98;-0.7524;-0.10334
20;3;11.7;6;99;3.01338;11.30893
20;4;0.97;6;99;-0.79048;0.55839
20;5;0.45;6;99;-0.41984;0.17353
20;6;0.46;6;99;-0.45023;-0.0802
20;7;0.69;6;99;-0.68778;0.01934
20;8;0.64;6;99;-0.64349;0.01734
20;9;0.54;6;99;-0.52813;0.10686
20;10;0.77;6;99;-0.76381;0.05406
20;3;14.92;6;9;-9.24376;-11.7151
20;4;17.13;6;9;-13.38916;-10.67922
20;5;0.84;6;9;-0.45542;-0.70614
20;6;0.68;6;9;-0.46443;-0.49676
20;7;0.64;6;9;-0.43882;-0.46878
20;8;0.57;6;9;-0.28493;-0.49502
20;9;0.57;6;9;-0.25119;-0.50985
20;10;0.6;6;9;-0.08945;-0.59796
40;3;3.51;6;100;-2.75954;2.16365
40;4;0.41;6;100;-0.36987;-0.16948
40;5;0.61;6;100;-0.51477;-0.32001
40;6;0.54;6;100;-0.47251;-0.26949
40;7;0.56;6;100;-0.53557;-0.15674
40;8;0.4;6;100;-0.35971;-0.17879
40;9;0.43;6;100;-0.27093;-0.3314
40;10;0.47;6;100;-0.27032;-0.38302
40;3;3.01;6;10;1.44757;2.64213
40;4;1.92;6;10;0.67148;1.79769
40;5;2.12;6;10;0.95314;1.8956
40;6;0.64;6;10;0.23093;0.59629
40;7;0.64;6;10;0.18608;0.61329
40;8;0.48;6;10;0.0351;0.47572
40;9;0.38;6;10;-0.05312;0.38099
40;10;0.34;6;10;-0.10961;0.3199
40;3;0.15;6;11;-0.00581;-0.14613
40;4;0.83;6;11;-0.35974;-0.74729
40;5;0.77;6;11;-0.3816;-0.66327
40;6;0.78;6;11;-0.49021;-0.61184
40;7;0.59;6;11;-0.52566;-0.25796
40;8;0.51;6;11;-0.41111;-0.30603
40;9;0.17;6;11;-0.11079;-0.13168
40;10;0.1;6;11;-0.02804;-0.09114
40;3;0.94;6;12;-0.6029;0.72003
40;4;1.11;6;12;-0.67392;0.88447
40;5;1.01;6;12;-0.55989;0.84343
40;6;0.47;6;12;-0.16677;0.44451
40;7;0.8;6;12;-0.4524;0.65434
40;8;0.84;6;12;-0.35944;0.76171
40;9;0.85;6;12;-0.37562;0.75986
40;10;0.84;6;12;-0.31943;0.77365
40;3;1.14;6;13;0.99336;0.56827
40;4;1.16;6;13;1.03554;0.52081
40;5;0.85;6;13;0.78662;0.3228
40;6;0.91;6;13;0.71133;0.57444
40;7;0.72;6;13;0.58787;0.41769
40;8;0.66;6;13;0.54733;0.36514
40;9;0.65;6;13;0.47667;0.44547
40;10;0.65;6;13;0.4957;0.42706
40;3;10.28;6;14;8.39625;5.92852
40;4;0.68;6;14;0.39978;0.54539
40;5;0.38;6;14;0.28608;0.25361
40;6;0.45;6;14;0.04608;0.45252
40;7;0.38;6;14;0.05799;0.37684
40;8;0.41;6;14;0.08729;0.39741
40;9;0.42;6;14;0.10516;0.4039
40;10;0.54;6;14;-0.06993;0.53209
40;3;2.73;6;15;1.98175;-1.87935
40;4;1.26;6;15;1.20224;-0.36967
40;5;1.04;6;15;1.03912;-0.06062
40;6;1.05;6;15;1.05009;0.09514
40;7;0.93;6;15;0.89042;0.26706
40;8;0.77;6;15;0.64467;0.42334
40;9;0.28;6;15;0.2392;0.14164
40;10;0.29;6;15;0.2782;0.09376
40;3;0.35;6;16;0.34442;0.02974
40;4;0.29;6;16;-0.26644;-0.10708
40;5;0.42;6;16;0.10302;-0.40569
40;6;0.55;6;16;-0.12145;-0.53474
40;7;0.52;6;16;-0.07393;-0.51508
40;8;0.5;6;16;-0.10423;-0.4927
40;9;0.5;6;16;-0.379;-0.3318
40;10;0.34;6;16;-0.19665;-0.2778
40;3;0.19;6;17;0.00485;-0.18809
40;4;0.31;6;17;-0.29016;-0.11663
40;5;0.19;6;17;-0.15465;-0.11527
40;6;0.19;6;17;-0.16039;-0.09291
40;7;0.31;6;17;-0.0584;-0.30407
40;8;0.24;6;17;0.23596;-0.01643
40;9;0.08;6;17;0.07412;0.03439
40;10;0.08;6;17;0.07341;0.03345
40;3;1.93;6;18;1.43598;1.28839
40;4;1.88;6;18;1.36274;1.3021
40;5;1.79;6;18;1.38098;1.14245
40;6;1.71;6;18;1.22335;1.19299
40;7;1.29;6;18;0.79552;1.01179
40;8;1.29;6;18;0.78722;1.01613
40;9;1.29;6;18;0.79725;1.01444
40;10;1.12;6;18;0.76253;0.82635
40;3;4.36;6;19;0.20845;4.35459
40;4;1.77;6;19;-0.71066;1.61712
40;5;1.4;6;19;-0.60818;1.25884
40;6;1.31;6;19;-0.65702;1.13297
40;7;1.06;6;19;-0.61565;0.86533
40;8;0.76;6;19;-0.5263;0.54682
40;9;0.76;6;19;-0.65199;0.39649
40;10;0.82;6;19;-0.76202;0.313
40;3;0.36;6;1;-0.31133;0.18394
40;4;0.1;6;1;-0.09993;0.03129
40;5;0.38;6;1;-0.38256;-0.00144
40;6;0.3;6;1;0.27997;-0.10284
40;7;0.09;6;1;0.02839;-0.0885
40;8;0.06;6;1;0.00378;-0.06236
40;9;9.03;6;1;-8.13642;3.90744
40;10;0.52;6;1;0.06552;-0.51877
40;3;0.47;6;20;0.46856;-0.00375
40;4;0.5;6;20;-0.1922;0.46141
40;5;0.77;6;20;-0.18833;0.74542
40;6;0.7;6;20;-0.13706;0.68839
40;7;0.54;6;20;-0.09487;0.53146
40;8;0.55;6;20;-0.09093;0.53836
40;9;0.47;6;20;0.00164;0.47428
40;10;0.49;6;20;-0.0225;0.49339
40;3;0.49;6;21;-0.49292;-0.01036
40;4;0.14;6;21;-0.13563;-0.00194
40;5;0.6;6;21;-0.52591;-0.27926
40;6;0.76;6;21;-0.65191;-0.39991
40;7;1.33;6;21;-0.85499;-1.02207
40;8;1.31;6;21;-0.82322;-1.01298
40;9;1.37;6;21;-0.84449;-1.08345
40;10;1.07;6;21;-0.55408;-0.91114
40;3;0.71;6;22;-0.71175;0.02253
40;4;0.37;6;22;-0.04323;0.36969
40;5;0.34;6;22;0.00784;0.33837
40;6;0.28;6;22;0.01771;0.27715
40;7;0.31;6;22;0.05932;0.3091
40;8;0.39;6;22;0.03516;0.38589
40;9;0.36;6;22;-0.07115;0.35201
40;10;0.48;6;22;0.09348;0.46916
40;3;0.24;6;23;-0.18293;0.15105
40;4;0.34;6;23;-0.28488;0.18516
40;5;0.35;6;23;-0.29293;0.18267
40;6;0.48;6;23;-0.35522;0.32667
40;7;0.48;6;23;-0.44411;0.18222
40;8;0.49;6;23;-0.43553;0.22589
40;9;0.51;6;23;-0.40162;0.32126
40;10;0.52;6;23;-0.4239;0.29528
40;3;0.78;6;24;-0.77591;0.02968
40;4;0.58;6;24;-0.55242;0.18074
40;5;0.57;6;24;-0.28844;0.49212
40;6;0.59;6;24;-0.34502;0.48356
40;7;0.48;6;24;-0.25093;0.41486
40;8;0.69;6;24;-0.68227;-0.12225
40;9;0.66;6;24;-0.48702;-0.43937
40;10;0.75;6;24;-0.53212;-0.52492
40;3;3.61;6;25;2.23057;-2.84221
40;4;0.68;6;25;0.51883;-0.44494
40;5;3.8;6;25;2.76767;-2.60109
40;6;0.39;6;25;0.14728;-0.36322
40;7;0.39;6;25;0.16942;-0.35301
40;8;0.41;6;25;0.18238;-0.37206
40;9;0.1;6;25;-0.07802;-0.06507
40;10;0.34;6;25;0.07645;-0.32669
40;3;0.61;6;26;-0.07898;-0.60652
40;4;0.82;6;26;0.1039;-0.81504
40;5;0.73;6;26;-0.02873;-0.72574
40;6;0.55;6;26;0.28434;-0.47218
40;7;0.43;6;26;0.20398;-0.38027
40;8;0.3;6;26;0.25792;-0.16151
40;9;0.43;6;26;0.42429;-0.06277
40;10;0.3;6;26;0.27153;-0.12966
40;3;0.38;6;27;-0.2784;-0.25172
40;4;0.36;6;27;-0.21967;-0.28811
40;5;0.27;6;27;-0.19743;-0.19097
40;6;0.02;6;27;0.01919;0.01068
40;7;0.14;6;27;0.08425;0.11291
40;8;0.17;6;27;0.01204;0.17027
40;9;0.29;6;27;-0.10088;0.27109
40;10;0.32;6;27;-0.07041;0.30805
40;3;1.36;6;28;1.1982;-0.64852
40;4;1.5;6;28;1.37239;-0.61757
40;5;1.2;6;28;1.11851;-0.44066
40;6;1.21;6;28;1.1171;-0.45271
40;7;0.76;6;28;0.62426;-0.43574
40;8;0.81;6;28;0.46078;-0.66831
40;9;0.81;6;28;0.42359;-0.69582
40;10;0.8;6;28;0.39097;-0.69619
40;3;0.73;6;29;-0.67172;0.28069
40;4;0.27;6;29;-0.24282;0.11081
40;5;0.46;6;29;-0.2544;0.3847
40;6;0.6;6;29;-0.31365;0.51517
40;7;0.59;6;29;-0.34771;0.47808
40;8;0.66;6;29;-0.47793;0.44806
40;9;0.62;6;29;-0.5636;0.26885
40;10;0.34;6;29;-0.33596;0.04417
40;3;0.58;6;2;-0.54611;-0.19466
40;4;0.55;6;2;-0.51748;-0.19114
40;5;0.36;6;2;-0.33734;0.1202
40;6;0.5;6;2;-0.49906;-0.05361
40;7;0.24;6;2;-0.14878;-0.19099
40;8;0.24;6;2;-0.16846;-0.16417
40;9;0.37;6;2;-0.32755;-0.17093
40;10;0.35;6;2;-0.29818;-0.18185
40;3;0.95;6;30;0.40577;-0.86308
40;4;0.96;6;30;0.41701;-0.86899
40;5;0.96;6;30;0.51084;-0.81504
40;6;0.75;6;30;0.35076;-0.65793
40;7;1.45;6;30;-0.33063;-1.40786
40;8;1.31;6;30;-0.52995;-1.20015
40;9;1.16;6;30;-0.59269;-0.99438
40;10;0.93;6;30;-0.12976;-0.91962
40;3;0.7;6;31;-0.40909;-0.57261
40;4;0.61;6;31;-0.26051;-0.55678
40;5;0.52;6;31;-0.15152;-0.50081
40;6;0.59;6;31;-0.17063;-0.56719
40;7;0.29;6;31;-0.18508;-0.22513
40;8;0.44;6;31;-0.41931;0.14596
40;9;0.67;6;31;-0.56778;0.35312
40;10;0.55;6;31;-0.51994;0.1782
40;3;0.49;6;32;0.45259;0.19534
40;4;0.38;6;32;0.34982;0.15012
40;5;0.22;6;32;0.22104;0.02554
40;6;0.3;6;32;0.29444;-0.02256
40;7;0.04;6;32;0.03433;-0.02566
40;8;0.09;6;32;-0.06333;0.05979
40;9;0.49;6;32;-0.17893;-0.45302
40;10;0.41;6;32;-0.16776;-0.37343
40;3;1.41;6;33;0.97818;1.01897
40;4;0.24;6;33;-0.02136;0.23939
40;5;0.36;6;33;0.16365;0.31739
40;6;0.34;6;33;0.09683;0.32684
40;7;0.38;6;33;-0.00667;0.38023
40;8;0.61;6;33;0.20826;0.5688
40;9;0.47;6;33;0.24576;0.39834
40;10;0.53;6;33;0.24987;0.46396
40;3;2.05;6;34;0.48453;-1.99029
40;4;2.95;6;34;0.50637;-2.90967
40;5;0.28;6;34;0.19695;-0.19338
40;6;0.3;6;34;0.28509;0.08564
40;7;0.29;6;34;0.28854;-0.04082
40;8;0.16;6;34;0.13188;-0.08548
40;9;0.11;6;34;0.02973;0.10501
40;10;0.21;6;34;-0.0035;0.20924
40;3;0.74;6;35;0.54839;0.50059
40;4;0.83;6;35;0.57147;0.60751
40;5;0.69;6;35;0.38166;0.57495
40;6;0.78;6;35;-0.11136;0.76968
40;7;0.78;6;35;-0.11491;0.76873
40;8;0.64;6;35;-0.17704;0.61929
40;9;0.68;6;35;-0.17508;0.65399
40;10;0.85;6;35;-0.19509;0.82545
40;3;0.5;6;36;0.25714;0.43002
40;4;0.5;6;36;0.25299;0.43262
40;5;0.57;6;36;0.14224;0.54928
40;6;0.56;6;36;0.14623;0.53654
40;7;0.48;6;36;-0.1117;0.46487
40;8;0.48;6;36;-0.10716;0.46719
40;9;0.42;6;36;-0.14779;0.39576
40;10;0.29;6;36;0.00273;0.2898
40;3;1.02;6;37;-0.68213;-0.7604
40;4;1.55;6;37;-1.03341;-1.15024
40;5;1.53;6;37;-1.04486;-1.118
40;6;1.01;6;37;-0.36066;-0.94379
40;7;0.55;6;37;0.38878;-0.38964
40;8;0.56;6;37;0.47265;-0.30756
40;9;0.32;6;37;0.24331;-0.20548
40;10;0.35;6;37;-0.03458;-0.34583
40;3;0.64;6;38;-0.57593;0.28181
40;4;0.14;6;38;0.09974;-0.10329
40;5;0.17;6;38;0.13472;0.10706
40;6;0.16;6;38;0.12404;0.10797
40;7;0.25;6;38;0.18224;0.17532
40;8;0.2;6;38;0.19322;-0.03515
40;9;0.28;6;38;0.26065;-0.09849
40;10;0.46;6;38;0.41589;-0.20156
40;3;10.56;6;39;9.88733;-3.70733
40;4;0.5;6;39;0.09991;-0.48874
40;5;0.42;6;39;0.38575;-0.15658
40;6;0.39;6;39;0.37974;-0.07143
40;7;0.39;6;39;0.32794;-0.20791
40;8;0.31;6;39;0.29076;-0.1154
40;9;0.19;6;39;0.18657;-0.00582
40;10;0.17;6;39;0.16818;-0.01548
